"Pass","Start B2","End B2","Start B6","End B6","Start B4","End B4","Start B5","End B5","Start B3","End B3","Start B1","End B1","Start C12","End C12","Start C9","End C9","Start C11","End C11","Start C13","End C13","Start C10","End C10","Start C234","End C234","Start C56","End C56","Start C1","End C1","Start K1","End K1","Start C78","End C78","Start C14","End C14","Start K2","End K2","Start K7","End K7","Start K6","End K6","Start K8","End K8","Start K4","End K4","Start K3","End K3","Start K5","End K5","Start S6","End S6","Start S5","End S5","Start S4","End S4","Start S7","End S7","Start S3","End S3","Start S8","End S8","Start S1.1","End S1.1","Start S0","End S0","Start S2.2","End S2.2","Start S2.1","End S2.1","Start S1.2","End S1.2","Start Z6","End Z6","Start Z2","End Z2","Start Z4","End Z4","Start Z7","End Z7","Start Z5","End Z5","Start Z3","End Z3","Start Z1","End Z1",
0,-1391.44,-826.379,-805.216,-357.27,-1200.48,-548.565,-864.193,-434.192,-1201.3,-802.095,-1405.87,-892.752,-2967.91,-2439.29,-3341.01,-2896.57,-3033.07,-2673.17,-2864.87,-2339.38,-3486.38,-2840.41,-3372.13,-3057.64,-3362.16,-3283.02,-3550.41,-3358.2,-2670.16,-2085.53,-3421.04,-2998.23,-2580.42,-2421.84,-2437.21,-2014.59,-1694.61,-1111.49,-1741.08,-1376.3,-1526.18,-1063.54,-2156.94,-1707.05,-2221.45,-1810.7,-1857.71,-1477.15,-6180.89,-6002.82,-7254.81,-6251.66,-8231.73,-6401.29,-6511.22,-4410.91,-10902,-7459.76,-5843.56,-4244.98,-14271.4,-11210.8,-15233.5,-13316.4,-11827.4,-9189.2,-12197,-10213.3,-12598.3,-10387.5,-4197.64,-3281.96,-4957.11,-3822.42,-4339.94,-3622.44,-3717.79,-3308.17,-4120.17,-3504.15,-4701.56,-3894.99,-5525.9,-4276.68,
100,-1386.43,-826.379,-805.216,-353.821,-1179.11,-548.565,-867.277,-470.072,-1221.75,-804.262,-1405.72,-892.6,-2970.24,-2439.29,-3318.96,-2893.66,-3033.07,-2669.01,-2877.81,-2343.1,-3390.96,-2839.48,-3377.04,-3305.42,-3359.89,-3280.09,-3538.81,-3374.58,-2655.47,-2055.99,-3380.78,-2971.34,-2594.47,-2260.57,-2421.8,-2014.59,-1635.73,-1180.98,-1729.47,-1411.79,-1540.36,-1040.05,-2129.73,-1687.46,-2212.53,-1811.86,-1874.9,-1479.66,-6190.39,-6049.33,-7113.37,-6239.28,-8295.66,-6392.34,-6509.1,-4341.13,-10856.4,-7485.66,-5844.43,-4256.27,-14317.9,-11210.8,-15117.7,-13226.2,-11844.5,-9235.11,-12209.5,-10386.3,-12599.5,-10384.4,-4186.24,-3227.85,-4930.74,-3772.79,-4619.78,-3607.96,-3715.85,-3316.22,-4127.06,-3520.46,-4670.2,-3907.08,-5525.9,-4276.68,
200,-1362.06,-865.045,-811.446,-353.122,-1188.21,-541.467,-864.432,-517.666,-1177.23,-804.262,-1405.72,-908.751,-2975.72,-2451.6,-3315.68,-2885.63,-3033.07,-2677.09,-2864.84,-2344.87,-3394.32,-2839.33,-3365.35,-3336.67,-3359.89,-3302.42,-3558.54,-3399.31,-2636.68,-2027.18,-3412.39,-2983.11,-2620.21,-2323.79,-2414.98,-2014.59,-1634.04,-1180.98,-1697.93,-1411.79,-1540.82,-1113.4,-2080.12,-1716.39,-2212.28,-1812.73,-1874.9,-1479.66,-6255.18,-6046.13,-7125.43,-6171.56,-8249.09,-6506.89,-6458.12,-4420.31,-10824.2,-7477.22,-5838.7,-4268.16,-14399.9,-11210.8,-15372.1,-13103.9,-11875.6,-9253.84,-12209.5,-10403.6,-12623.2,-10396.5,-4187.83,-3391.39,-4893.83,-3795.9,-4548.55,-3552.39,-3699.97,-3305.08,-4127.06,-3519.86,-4647.77,-3904.87,-5525.9,-4276.68,
300,-1377.93,-869.65,-828.326,-369.95,-1188.15,-517.786,-855.462,-527.78,-1177.23,-805.253,-1402.74,-905.514,-2975.72,-2455.63,-3325,-2885.63,-3033.07,-2655.1,-2860.72,-2365.98,-3412.97,-2847.98,-3365.35,-3336.67,-3359.13,-3302.42,-3536.41,-3376.57,-2627.08,-2086.87,-3392.97,-2931.97,-2608.48,-2323.45,-2420.43,-2029.9,-1657.12,-1106.93,-1694.77,-1409.72,-1523.83,-1118.76,-2068.71,-1712.06,-2212.28,-1811.91,-1874.55,-1488.02,-6166.47,-6044.03,-7073.28,-6294.73,-8249.09,-6506.89,-6606.12,-4353.97,-10824.2,-7477.22,-5918.76,-4268.16,-14380.1,-11093.9,-15208.5,-12472.4,-11821.6,-9047.87,-12158.9,-10403.6,-12627,-10396.5,-4163.74,-3383,-4863.34,-3807.28,-4428.73,-3578.07,-3690.88,-3306.51,-4162.51,-3527.44,-4640.74,-3905.24,-5525.9,-4276.68,
400,-1381.96,-836.091,-826.852,-364.693,-1108.95,-519.851,-842.51,-532.864,-1170.83,-805.253,-1402.74,-908.831,-2975.72,-2456.94,-3325,-2884.93,-3115.44,-2655.51,-2843.49,-2359.62,-3396.07,-2848.5,-3363.67,-3330.5,-3359.13,-3303.07,-3582.24,-3376.02,-2641.76,-2092.86,-3411.16,-2894.46,-2614.13,-2394.84,-2414.7,-1992.62,-1621.89,-1176.49,-1683.58,-1407.09,-1526.71,-1136.28,-2051.31,-1734.55,-2206.95,-1787.88,-1874.55,-1471.11,-6203.37,-6003.26,-7104.82,-6224.27,-8224.09,-6386.38,-6474.27,-4468.03,-10827.1,-7411.42,-5906.15,-4268.16,-14436.6,-11221.8,-15114.4,-13197,-11821.1,-9194.15,-12158.9,-10406,-12568.7,-10396.5,-4127.02,-3345.31,-4865.37,-3742.98,-4590.16,-3619.73,-3738.23,-3217.62,-4169.21,-3527.44,-4613.35,-3924.88,-5525.9,-4277.26,
500,-1365.56,-851.201,-826.852,-364.693,-1108.95,-533.565,-827.516,-524.707,-1170.83,-807.089,-1402.73,-913.71,-2965.24,-2452.61,-3321.07,-2878.55,-3115.44,-2653.48,-2843.49,-2357.83,-3387.23,-2852.88,-3366.47,-3330.5,-3359.13,-3303.07,-3389.91,-3360.97,-2661.37,-2072.42,-3379.8,-2905.08,-2602.18,-2406.99,-2415.25,-1992.62,-1617.95,-1196.44,-1687.89,-1407.09,-1547.23,-1138.3,-2052.72,-1733.92,-2206.95,-1787.2,-1860.81,-1475.4,-6195.86,-5998.1,-7214.13,-6213.09,-8314.64,-6467.74,-6509.18,-4456.09,-10849.7,-7469.83,-5818.55,-4249.67,-14388.4,-11203.6,-15096.6,-12961.8,-11824.8,-9222.53,-12155,-10371.8,-12540.9,-10488.5,-4192.78,-3339.99,-4985.07,-3864.44,-4376.53,-3578.23,-3695.68,-3302.22,-4087.24,-3536.88,-4576.49,-3901.35,-5525.9,-4311.84,
600,-1365.56,-836.842,-822.277,-347.286,-1102.05,-560.355,-829.024,-517.953,-1170.83,-812.298,-1407.69,-909.699,-2946.94,-2459.48,-3321.07,-2889.17,-3115.16,-2651.22,-2843.49,-2352.34,-3383.88,-2859.3,-3367.68,-3330.5,-3362.53,-3303.07,-3428.82,-3360.97,-2612.59,-2031.06,-3375.04,-2905.08,-2611.41,-2388.91,-2391.13,-1992.62,-1617.95,-1176.89,-1681.52,-1392.88,-1504.22,-1136.21,-2013.42,-1730.49,-2203.39,-1787.2,-1860.81,-1472.07,-6195.53,-6020.4,-7157.41,-6246.23,-8304.84,-6499.67,-6531.08,-4438.4,-10845.7,-7464.82,-5794.56,-4248.51,-14388.4,-11049.9,-15476.5,-13351.3,-11939.2,-9235.61,-12155,-10372,-12376.5,-10488.5,-4255.25,-3430.3,-4876.35,-3807.61,-4358.41,-3615,-3693.67,-3330.05,-4096.28,-3534.66,-4582.32,-3925.45,-5525.9,-4311.84,
700,-1365.56,-835.985,-822.215,-325.75,-1102.05,-581.793,-828.933,-518.879,-1178.56,-812.298,-1398.32,-908.335,-2934.49,-2493,-3300.67,-2905.69,-3109.58,-2658.21,-2843.49,-2347.05,-3383.88,-2848.34,-3367.68,-3330.49,-3361.51,-3303.07,-3412.76,-3358.65,-2612.59,-2044.17,-3364.6,-2940.78,-2730.5,-2265.08,-2379.97,-2006.31,-1617.95,-1185.46,-1677.46,-1387.63,-1504.22,-1178.56,-1994.65,-1734.24,-2194.98,-1784.85,-1850.95,-1472.07,-6286.89,-6017.33,-7158.54,-6211.47,-8320.42,-6704.9,-6573.07,-4459.94,-10845.7,-7447.83,-5836.72,-4238.84,-14370.2,-11238.3,-15170.6,-12972,-11734.2,-9211.19,-12248.3,-10402.5,-12378.5,-10441.4,-4237.65,-3402.43,-4855.6,-3805.16,-4302.9,-3600.07,-3691.18,-3311.69,-4102.05,-3532.82,-4611.57,-3931.25,-5525.9,-4311.84,
800,-1352.85,-842.914,-794.462,-330.278,-1101.05,-585.651,-827.099,-514.364,-1174.28,-812.298,-1400.1,-920.389,-2934.49,-2521.95,-3313.22,-2898.26,-3114.52,-2658.21,-2843.49,-2347.05,-3383.88,-2859.9,-3365.86,-3316.72,-3361.51,-3301.04,-3411.7,-3358.65,-2611.53,-2089.52,-3363.7,-2933.64,-2574.19,-2404.46,-2379.97,-2006.31,-1617.95,-1187.8,-1689.49,-1399.32,-1498.02,-1192.72,-1994.65,-1732.06,-2185,-1784.85,-1849.97,-1465.06,-6240.33,-6039.13,-7155.93,-6221.04,-8320.42,-6837.74,-6513.88,-4426.39,-10845.7,-7407.93,-5841.81,-4238.84,-14370.2,-11238.3,-15043.7,-13122.9,-11986.5,-9003.6,-12165,-10395.1,-12378.5,-10304.4,-4207.85,-3300.69,-4915.87,-3834.83,-4380.6,-3640.48,-3711.31,-3317.24,-4114.54,-3533.36,-4572.59,-3915.59,-5525.9,-4311.84,
900,-1350.64,-842.239,-806.385,-330.278,-1101.05,-585.651,-824.978,-511.771,-1170.19,-856.97,-1397.93,-923.645,-2933.18,-2511.99,-3313.22,-2898.26,-3100.79,-2690.92,-2771.11,-2347.05,-3399.7,-2859.92,-3375.37,-3324.4,-3362.33,-3301.04,-3423.81,-3353.82,-2623.95,-2092.15,-3368.32,-2959.44,-2523.17,-2420.1,-2378.5,-2006.31,-1617.95,-1187.8,-1689.49,-1398.07,-1503.2,-1172.24,-1993.75,-1732.06,-2230.05,-1788.01,-1851.67,-1471.58,-6256.34,-6020.65,-7053.64,-6201.44,-8383.29,-6849.56,-6459.83,-4250.79,-10845.7,-7469.15,-5841.81,-4238.84,-14374.5,-11177.2,-15443.5,-12778.2,-11978.6,-9173.67,-12182,-10384.5,-12304.1,-10424.6,-4295.52,-3354.67,-5026.1,-3795.16,-4413.43,-3557.55,-3664.95,-3317.24,-4171.96,-3532.59,-4574.7,-3900.71,-5525.9,-4311.84,
1000,-1350.64,-842.944,-806.385,-340.887,-1101.05,-585.651,-824.978,-506.206,-1148.12,-859.199,-1397.93,-923.645,-2934.59,-2511.99,-3316.67,-2893.89,-3097.5,-2695.33,-2738.56,-2346.78,-3363.62,-2859.92,-3359.64,-3324.4,-3358.05,-3310.59,-3441.25,-3364.95,-2640.37,-2092.15,-3368.47,-2974.38,-2523.17,-2424.09,-2381.08,-1992.31,-1658.68,-1187.8,-1706.96,-1385.56,-1496.42,-1182.39,-1995.57,-1759.32,-2235.91,-1792.21,-1842.74,-1466.38,-6291.82,-6024.21,-7145.44,-6300.24,-8291.63,-6809.58,-6454.39,-4397.7,-10840,-7493.13,-5839.36,-4292.2,-14374.5,-11199.4,-15066.9,-13180.7,-11789.2,-9067.96,-12286.2,-10452.8,-12304.1,-10461.3,-4341.77,-3427.2,-4974.97,-3831.76,-4363.22,-3592.21,-3656.3,-3331.5,-4156.7,-3532.59,-4556.92,-3908.26,-5525.9,-4311.84,
1100,-1333.54,-866.533,-809.135,-332.202,-1083.5,-576.655,-824.68,-510.426,-1146.63,-866.478,-1397.93,-923.645,-2934.59,-2508.33,-3310.44,-2893.89,-3068.81,-2696.95,-2738.56,-2352.08,-3363.62,-2859.92,-3358.68,-3324.4,-3358.05,-3310.59,-3485.51,-3301.98,-2656.82,-2080.45,-3377.64,-2969.21,-2534.2,-2421.99,-2373.62,-2040.77,-1640.76,-1180.79,-1684.6,-1371.09,-1496.26,-1182.39,-1995.57,-1762.47,-2252.17,-1763.56,-1854.15,-1471.6,-6269.48,-5988.77,-7173.05,-6167.74,-8291.63,-6784.59,-6466.96,-4416.91,-10840,-7493.13,-5839.36,-4317.5,-14399.8,-11285.4,-15172.5,-12887.1,-11809.9,-9200.88,-12286.2,-10452.8,-12309.2,-10521.7,-4340.94,-3413.62,-4867.92,-3809.19,-4357.76,-3655.18,-3671.05,-3342.68,-4166.63,-3534.17,-4556.92,-3926.37,-5526.36,-4311.84,
1200,-1335.52,-867.547,-809.135,-341.135,-1045.44,-573.913,-824.68,-515.356,-1152.99,-869.506,-1393.6,-923.645,-2934.59,-2524.89,-3315.23,-2893.3,-3061.43,-2671.27,-2725.04,-2352.08,-3363.62,-2859.92,-3358.68,-3324.4,-3360.73,-3323.57,-3492.34,-3330,-2658.52,-2106.01,-3398.55,-2969.21,-2544.88,-2431.36,-2373.62,-2034.07,-1640.76,-1201.69,-1690.37,-1380.41,-1495.11,-1177.19,-2024.41,-1764.79,-2182.45,-1785.91,-1853.53,-1483.69,-6216.07,-5993.71,-7093.06,-6243.01,-8252.29,-6784.59,-6456.53,-4354.89,-10891.7,-7498.79,-5810,-4317.5,-14399.8,-11298.6,-15038.7,-13206,-11995.6,-9211.76,-12342.5,-10421.2,-12270,-10516.3,-4284.15,-3399.07,-4853.98,-3908.06,-4555.88,-3554.18,-3671.05,-3342.68,-4128.97,-3539.25,-4567.44,-3913.14,-5526.36,-4311.84,
1300,-1355.55,-867.547,-813.468,-327.888,-1068.17,-573.913,-827.669,-519.38,-1152.99,-866.537,-1406.77,-929.67,-2934.59,-2524.89,-3326.96,-2905.68,-3063.58,-2687.46,-2703.31,-2352.01,-3363.62,-2860.53,-3358.68,-3324,-3357.7,-3316.78,-3484.64,-3313.21,-2622.67,-2090.22,-3413.31,-2951.01,-2531.6,-2420.89,-2379.56,-2034.07,-1653.71,-1188.18,-1714.43,-1380.41,-1495.11,-1168.39,-2019.28,-1757.3,-2178.61,-1768.66,-1863.64,-1483.69,-6217.66,-6011.8,-7103.19,-6204.91,-8249.94,-6774.83,-6580.89,-4407.56,-10869.9,-7484.88,-5828.24,-4326.93,-14454,-11338.4,-15261.2,-12965.1,-11921.9,-9032.79,-12342.5,-10388.9,-12283.1,-10516.3,-4272.84,-3399.07,-4857.04,-3936.47,-4377.95,-3317.66,-3706.36,-3344.14,-4175.57,-3525.63,-4580.98,-3911.58,-5532.92,-4271.44,
1400,-1357.12,-832.843,-849.984,-347.02,-1068.17,-573.913,-846.361,-536.712,-1155.01,-879.441,-1385.52,-929.67,-2934.59,-2543.29,-3315.49,-2884.27,-3064.25,-2661.28,-2703.31,-2383.38,-3359.86,-2860.53,-3358.68,-3318.56,-3357.7,-3316.78,-3510.27,-3309.05,-2622.78,-2097.61,-3453.29,-2951.01,-2553.91,-2412.68,-2377.74,-2034.07,-1656.51,-1188.18,-1703.89,-1416.8,-1520.47,-1168.39,-2007.28,-1749.35,-2179.06,-1768.66,-1867.79,-1465.61,-6274.21,-6002.06,-7132.39,-6236.43,-8248.9,-6733.72,-6598.21,-4416.66,-10858.9,-7484.88,-5828.24,-4326.93,-14430.9,-11338.4,-15203.7,-13206.9,-11791.8,-9150.09,-12300.2,-10434.2,-12283.1,-10500.6,-4452.34,-3392.98,-4864.86,-3899.49,-4388.4,-3482.58,-3701.7,-3344.69,-4196.56,-3535.07,-4564.65,-3929.43,-5532.92,-4271.44,
1500,-1349.09,-832.843,-849.887,-373.122,-1063.58,-572.064,-825.314,-536.712,-1160.81,-874.755,-1385.52,-929.67,-2937.34,-2543.29,-3320.15,-2907.82,-3066.36,-2657.53,-2703.31,-2388.51,-3359.86,-2860.53,-3358.68,-3318.56,-3357.7,-3306.82,-3567.45,-3355.7,-2628.09,-2105,-3465.67,-2951.73,-2556,-2419.84,-2378.52,-2034.07,-1637.58,-1188.18,-1708.82,-1418.28,-1513.54,-1172.9,-1986.31,-1726.62,-2179.52,-1734.91,-1867.79,-1465,-6236.11,-6005.49,-7083.17,-6284.75,-8269.61,-6724.33,-6429.33,-4378.45,-10858.9,-7465.46,-5828.24,-4326.93,-14282.8,-11250.2,-15028,-13213.5,-11689.8,-9080.69,-12293.3,-10438.1,-12360.2,-10500.6,-4290.8,-3325.86,-4942.5,-3896.99,-4652.77,-3518.23,-3675.52,-3328.69,-4183.44,-3511.35,-4592.61,-3929.43,-5532.92,-4271.51,
1600,-1374.75,-832.843,-835.78,-373.122,-1063.58,-585.789,-825.314,-546.068,-1150.33,-882.859,-1385.52,-965.101,-2937.34,-2543.29,-3320.15,-2907.82,-3059.91,-2680.09,-2706.19,-2388.51,-3359.86,-2869.79,-3359.57,-3323.17,-3357.7,-3295.48,-3602.92,-3343.07,-2674.53,-2090.48,-3493.06,-2943.48,-2532.1,-2429.32,-2388.83,-2036.48,-1606.44,-1184.64,-1687.44,-1335.11,-1513.54,-1177.33,-1986.31,-1723.61,-2195.09,-1754.89,-1867.79,-1466.64,-6266.3,-5996.08,-7080.38,-6249.49,-8260.29,-6724.33,-6430.6,-4467.83,-10858.9,-7465.46,-5828.24,-4266.88,-14282.8,-11250.2,-15166.7,-13070.7,-11712.7,-9218,-12242.5,-10467.8,-12350.1,-10490.5,-4289.61,-3344.45,-4949.19,-3888.72,-4417.66,-3594.76,-3669.22,-3330.37,-4204.93,-3465.79,-4592.26,-3876.23,-5532.92,-4249.32,
1700,-1368.19,-863.456,-825.612,-375.995,-1051.48,-570.017,-824.964,-570.591,-1150.33,-882.859,-1385.52,-960.163,-2939.18,-2543.29,-3300.97,-2911.69,-3059.91,-2695,-2700.74,-2397.5,-3359.86,-2873.65,-3361.08,-3323.17,-3356.97,-3283.8,-3471.68,-3354.11,-2638.19,-2100.64,-3504.61,-2962.29,-2520.25,-2432.45,-2385.83,-2036.48,-1592.11,-1184.64,-1726.49,-1377.11,-1505.19,-1177.33,-1989.22,-1714.3,-2195.09,-1761.7,-1854.28,-1476.83,-6251.76,-5977.62,-7098.83,-6188.42,-8260.29,-6826.19,-6408.96,-4364.93,-10870.5,-7471.52,-5836.75,-4272.51,-14349.2,-11240.9,-15573.8,-13153,-11727.3,-9153.73,-12244.6,-10472,-12350.1,-10490.5,-4377.93,-3428.36,-4861.65,-3863.86,-4349.33,-3651.43,-3665.06,-3339.67,-4256.23,-3483.79,-4635.2,-3907.87,-5532.92,-4249.32,
1800,-1379.91,-866.77,-825.612,-375.995,-1051.48,-572.157,-824.964,-570.591,-1150.33,-884.883,-1385.52,-960.163,-2939.18,-2543.29,-3300.97,-2906.9,-3059.91,-2695,-2700.74,-2393.63,-3359.86,-2873.65,-3360.11,-3323.17,-3358.99,-3284.87,-3463.65,-3340.42,-2626.96,-2100.64,-3474.55,-2919.42,-2525.19,-2417.2,-2357.34,-2037.23,-1604.96,-1175.42,-1758.66,-1402.16,-1502.01,-1168.23,-2046.2,-1706.94,-2195.09,-1755.92,-1854.28,-1486.73,-6309.57,-5995.47,-7140.61,-6216.91,-8260.29,-6825.21,-6516.05,-4492.5,-10870.5,-7471.52,-5836.31,-4316.79,-14312.3,-11270.3,-15108.5,-13278.4,-11800.3,-9183.65,-12204.8,-10472,-12384.7,-10497.3,-4392.82,-3456.86,-4861.65,-3844.75,-4391.15,-3640.74,-3675.37,-3341.31,-4170.81,-3503.3,-4660.55,-3922.64,-5532.92,-4280.42,
1900,-1383.05,-869.916,-838.233,-362.114,-1051.48,-590.241,-821.922,-570.591,-1142.92,-877.477,-1385.52,-960.163,-2939.18,-2543.29,-3314.63,-2906.9,-3079.75,-2706.01,-2700.74,-2396.29,-3362.91,-2873.65,-3368.34,-3323.17,-3357.5,-3284.87,-3416.29,-3352.66,-2600.38,-2103.04,-3520.57,-2917.11,-2555.19,-2429.21,-2355.95,-2044.86,-1604.96,-1198.34,-1754.97,-1398.17,-1502.01,-1169.75,-2058.69,-1729.75,-2202.84,-1751.26,-1859.7,-1486.73,-6265.85,-5970.53,-7144.69,-6221.15,-8260.29,-6790.8,-6606.61,-4477.56,-10879.6,-7471.52,-5831.86,-4310.59,-14358.8,-11270.3,-15247.6,-13176.4,-11917.7,-9136.7,-12182.6,-10472,-12384.7,-10497.3,-4313.31,-3456.86,-4885.84,-3861.9,-4362.15,-3596.87,-3648.64,-3341.31,-4170.81,-3500.12,-4643.19,-3922.64,-5532.92,-4280.42,
2000,-1364.77,-847.252,-808.894,-336.317,-1051.48,-590.241,-821.922,-576.339,-1142.92,-871.699,-1385.52,-947.823,-2924.51,-2534.46,-3314.63,-2903.2,-3080.33,-2724.34,-2700.74,-2397.03,-3362.91,-2873.65,-3368.34,-3319.71,-3357.5,-3285.02,-3432.06,-3359.4,-2599.68,-2103.04,-3487.96,-2916.81,-2557.78,-2381.66,-2355.95,-2051.46,-1604.96,-1184.36,-1726.44,-1389.26,-1502.01,-1169.75,-2174.55,-1743.46,-2194.85,-1680.46,-1856.11,-1480.06,-6350.19,-5962.93,-7169.54,-6216.99,-8260.29,-6798.26,-6455.25,-4474.41,-10849.9,-7467.15,-5838.7,-4318.29,-14319.4,-11270.3,-15338,-13024.5,-11814.2,-9157.58,-12183.3,-10474.9,-12418.3,-10471.1,-4289.36,-3456.86,-4927.5,-3815.01,-4407.59,-3635.67,-3648.64,-3345.65,-4170.81,-3501.24,-4654.41,-3922.64,-5532.92,-4257.94,
2100,-1358.2,-851.289,-808.894,-352.405,-1051.15,-598.746,-821.922,-576.339,-1142.92,-871.699,-1385.52,-947.823,-2926.89,-2538.26,-3326.41,-2901.28,-3076.08,-2733.88,-2700.74,-2390.73,-3362.91,-2867.81,-3368.34,-3319.82,-3357.5,-3321.49,-3502.91,-3360.05,-2602.17,-2097.63,-3487.96,-2888.11,-2541.99,-2424.34,-2359.24,-2051.46,-1604.96,-1200.62,-1712.13,-1380.84,-1502.01,-1166.46,-2081.8,-1735.87,-2185.42,-1752.56,-1849.69,-1482.98,-6262.08,-5980.78,-7090.4,-6225.97,-8260.29,-6818.97,-6481.53,-4474.41,-10930.9,-7467.15,-5849.59,-4318.29,-14386.9,-11260.2,-15099.5,-13021.9,-12025.6,-9103.54,-12183.3,-10474.9,-12418.3,-10471.1,-4260.01,-3456.86,-4924.82,-3885.61,-4452.49,-3604,-3671.41,-3335.28,-4128.85,-3522.96,-4628.6,-3922.64,-5532.92,-4257.94,
2200,-1341.13,-850.724,-800.498,-343.246,-1051.15,-583.683,-821.922,-586.855,-1142.92,-871.699,-1387.8,-952.377,-2926.89,-2538.26,-3323.07,-2906.38,-3083.7,-2737.24,-2690.76,-2390.73,-3375.37,-2868.13,-3368.34,-3319.82,-3352.12,-3316.11,-3516.7,-3363.25,-2602.17,-2092.63,-3508.5,-2897.4,-2541.99,-2444.93,-2359.24,-2051.46,-1604.96,-1234.09,-1739.9,-1380.84,-1512.56,-1166.46,-2084.88,-1677.64,-2166.21,-1759.35,-1845.13,-1482.98,-6255.72,-6016.56,-7190.22,-6223.03,-8260.29,-6870.23,-6487.12,-4474.41,-10930.9,-7462.26,-5880.51,-4318.29,-14476.8,-11260.2,-15092.7,-13501.2,-11846.2,-9214.03,-12198.2,-10474.9,-12462.4,-10471.1,-4265.53,-3341.96,-4931.87,-3859.61,-4352.2,-3521.19,-3671.41,-3301.14,-4129.98,-3522.96,-4624.21,-3922.28,-5532.92,-4257.94,
2300,-1340.81,-860.221,-800.498,-372.91,-1046.64,-581.912,-832.8,-580.584,-1117.89,-873.51,-1391.07,-952.377,-2926.89,-2538.26,-3334.76,-2893.89,-3093.82,-2742.54,-2690.76,-2390.73,-3366.91,-2868.13,-3368.89,-3326.55,-3352.12,-3316.11,-3492.64,-3368.93,-2632.57,-2093.66,-3534.44,-2916.91,-2550.73,-2435.2,-2359.24,-2059.41,-1586.08,-1234.09,-1716.72,-1377.49,-1488.38,-1176.67,-2084.88,-1728.84,-2158.07,-1753.97,-1828.93,-1469.35,-6240.13,-5981.8,-7069,-6235.11,-8260.29,-6836.24,-6447.13,-4303.89,-10936.4,-7462.26,-5852.31,-4290.06,-14480.5,-11216.6,-15229.8,-12955.4,-11938,-9093.18,-12151.3,-10474.9,-12462.4,-10454.1,-4451.01,-3334.54,-4981.7,-3837.62,-4285.34,-3655.11,-3678.16,-3328.65,-4158.66,-3522.96,-4624.21,-3923.12,-5532.92,-4258.53,
2400,-1340.81,-866.62,-800.498,-376.51,-1046.64,-581.912,-834.907,-582.691,-1123.76,-873.51,-1391.07,-958.736,-2934.76,-2538.26,-3342.88,-2902.01,-3093.82,-2729.3,-2690.76,-2416.64,-3366.91,-2868.13,-3367.55,-3326.55,-3352.12,-3307.02,-3562.79,-3386.62,-2632.57,-2089.28,-3495.28,-2898.24,-2519.66,-2417.17,-2359.42,-2050.58,-1586.08,-1224.68,-1668.32,-1380.02,-1486.84,-1167.19,-2153.71,-1735.31,-2158.07,-1753.97,-1828.93,-1475.06,-6242.53,-5971.12,-7110.55,-6078.29,-8247.25,-6779.02,-6506.8,-4317.6,-10842.7,-7420.28,-5852.31,-4278.87,-14329.5,-11216.6,-15179.9,-13407.8,-11830.8,-9140.85,-12144.9,-10466.1,-12513.5,-10480.6,-4324.44,-3341.02,-5038.38,-3830.18,-4473.81,-3664.7,-3678.44,-3286.32,-4131.71,-3522.96,-4631.57,-3927.1,-5532.92,-4282.52,
2500,-1340.81,-863.393,-800.498,-377.405,-1083.59,-581.912,-834.907,-604.047,-1123.76,-867.003,-1391.07,-958.736,-2934.94,-2538.26,-3341.96,-2900.89,-3077.93,-2730.18,-2693.29,-2412.34,-3366.91,-2868.13,-3371.05,-3321.99,-3358.7,-3313.6,-3564.39,-3402.71,-2654.13,-2090.47,-3439.48,-2898.24,-2528.45,-2402.33,-2357.81,-2049.67,-1588.7,-1224.68,-1668.32,-1384.48,-1492.49,-1167.19,-2077.73,-1719.73,-2174.96,-1779.59,-1848.88,-1487.51,-6253.5,-5997.66,-7068.81,-6228.75,-8247.25,-6829.3,-6473.13,-4228.69,-10838.9,-7517.02,-5866.47,-4240.32,-14335.5,-11216.6,-15046.5,-13142.4,-11700.4,-9213.55,-12124.4,-10466.1,-12513.5,-10480.6,-4328.27,-3329.7,-4985.94,-3737.79,-4476.19,-3564.5,-3659.24,-3263.31,-4162.92,-3524.88,-4623.61,-3943.49,-5532.92,-4297.15,
2600,-1353.56,-879.635,-800.498,-371.427,-1092.57,-581.912,-834.907,-604.047,-1125.31,-871.339,-1383.78,-955.772,-2934.94,-2544.92,-3329.93,-2907.82,-3076.39,-2721.61,-2684.29,-2412.34,-3363.17,-2849.85,-3371.05,-3321.86,-3357.11,-3284.28,-3533.83,-3390.19,-2675.38,-2078.18,-3375.24,-2907.85,-2528.45,-2402.33,-2361.9,-2049.67,-1588.7,-1225.15,-1665.06,-1366.43,-1479.13,-1173.64,-2077.73,-1718.26,-2174.96,-1808.65,-1848.88,-1487.51,-6258.27,-5942.37,-6944.98,-6268.45,-8236.63,-6829.3,-6563.84,-4334.73,-10838.9,-7517.02,-5882.7,-4245.12,-14336.2,-11217.2,-15082.9,-13356.4,-11778,-9212.18,-12125.3,-10466.1,-12423.9,-10511.7,-4285.87,-3338.19,-4962.67,-3894.68,-4438.27,-3594.04,-3656.76,-3230.2,-4145.73,-3524.34,-4624.65,-3947.15,-5532.92,-4297.15,
