"Pass","Start B2","End B2","Start B6","End B6","Start B4","End B4","Start B5","End B5","Start B3","End B3","Start B1","End B1","Start C12","End C12","Start C9","End C9","Start C11","End C11","Start C13","End C13","Start C10","End C10","Start C234","End C234","Start C56","End C56","Start C1","End C1","Start K1","End K1","Start C78","End C78","Start C14","End C14","Start K2","End K2","Start K7","End K7","Start K6","End K6","Start K8","End K8","Start K4","End K4","Start K3","End K3","Start K5","End K5","Start S6","End S6","Start S5","End S5","Start S4","End S4","Start S7","End S7","Start S3","End S3","Start S8","End S8","Start S1.1","End S1.1","Start S0","End S0","Start S2.2","End S2.2","Start S2.1","End S2.1","Start S1.2","End S1.2","Start Z6","End Z6","Start Z2","End Z2","Start Z4","End Z4","Start Z7","End Z7","Start Z5","End Z5","Start Z3","End Z3","Start Z1","End Z1",
0,-1392.11,-800.234,-811.02,-338.203,-1114.69,-581.048,-844.168,-468.848,-1169.84,-826.778,-1378.85,-972.462,-2905,-2597.27,-3337.16,-2903.48,-3188.4,-2661.37,-2835.28,-2307.22,-3331,-2852.22,-3369.97,-3308.66,-3391.45,-3173.9,-3498.07,-3320.14,-2647.83,-2016.33,-3469.75,-2964.11,-2652.5,-2331.14,-2366.45,-2013.75,-1607.06,-1262.66,-1644.38,-1412.14,-1473.39,-1161.69,-2024.22,-1696.72,-2254.69,-1731.57,-1903.25,-1487.78,-6213.59,-5993.52,-7149.5,-6034.35,-8108.38,-6750.76,-6500.36,-4363.2,-10834.9,-7478.34,-5754.17,-4321.2,-14411,-11854.2,-15123.6,-13418.8,-11859.8,-9170.94,-11584.8,-10338.4,-12456.9,-10483,-4280.83,-3462.47,-4993.74,-3904.6,-4348.56,-3624.42,-3715.62,-3335.38,-4224.68,-3501.78,-4461.35,-3955.28,-5549.22,-4213.46,
100,-1408.73,-810.918,-797.374,-347.142,-1105.05,-581.048,-838.691,-461.224,-1177.03,-826.778,-1375.23,-986.698,-2905,-2604.84,-3337.16,-2905.56,-3130.88,-2653.26,-2836.73,-2312.82,-3315.78,-2850.47,-3369.05,-3321.22,-3384.43,-3129.85,-3501.95,-3372.63,-2612.44,-2054.79,-3447.78,-2964.11,-2676.55,-2325.3,-2366.45,-2013.75,-1607.06,-1264.44,-1627.93,-1428.29,-1525.52,-1161.69,-2041.17,-1748.13,-2255.7,-1723.9,-1917.44,-1464.76,-6186.27,-5968.02,-7163.79,-6208.7,-8056.87,-6750.76,-6481.88,-4452.22,-10834.9,-7478.34,-5754.17,-4321.2,-14431.9,-11856.2,-15317.7,-13446.7,-11810.3,-9196.29,-11584.8,-10359.2,-12485.6,-10489,-4326.34,-3362.77,-5095.31,-3845.96,-4408.41,-3572.57,-3696.69,-3290.92,-4235.96,-3500.36,-4457.35,-3960.14,-5549.22,-4281.55,
200,-1391.65,-833.957,-834.222,-361.376,-1095.4,-581.048,-844.747,-482.17,-1190.36,-825.176,-1377.49,-990.448,-2905,-2602.66,-3307.39,-2905.56,-3133.51,-2676.34,-2836.73,-2319.37,-3311.23,-2855.64,-3366.98,-3321.22,-3376.4,-3129.85,-3444.68,-3361.68,-2613.27,-2006.49,-3408.04,-2952.33,-2639.95,-2402.55,-2344.41,-2013.75,-1595.85,-1266.56,-1629.87,-1437,-1505.04,-1170.22,-2060.22,-1748.13,-2265.99,-1712.55,-1911.69,-1465.99,-6209.08,-6036.7,-7105.87,-6230.63,-8056.87,-6742.28,-6435.99,-4399.43,-10873.1,-7478.34,-5755.39,-4321.2,-14339.8,-11782.7,-15192,-13009.4,-11818.5,-9115.33,-11584.8,-10405.4,-12495.2,-10490.3,-4304.64,-3421.87,-4911.56,-3871.28,-4344.78,-3621.83,-3665.7,-3359.01,-4222.5,-3542.17,-4457.35,-3988.19,-5549.22,-4281.55,
300,-1360.06,-842.906,-823.855,-361.376,-1074.75,-581.048,-859.425,-492.092,-1200.79,-819.629,-1384.01,-990.448,-2905,-2613.58,-3307.39,-2905.56,-3100.37,-2697.82,-2830.35,-2319.37,-3313.99,-2850.9,-3368.81,-3330.74,-3376.4,-3170.75,-3423.29,-3345.86,-2638.46,-2025.97,-3381.14,-2954.34,-2633.43,-2411.67,-2319.22,-2016.83,-1595.85,-1296.1,-1695.75,-1444.8,-1504.04,-1174.46,-2026.86,-1780.7,-2237.77,-1724.21,-1899.87,-1470.01,-6185.07,-6010.69,-7081.73,-6150.03,-8056.87,-6752.03,-6430.73,-4427.41,-10860,-7490.31,-5755.39,-4307.67,-14339.8,-11826.1,-15155.7,-12989.2,-11716.5,-9190.63,-11557.1,-10479,-12449.5,-10430.1,-4334.25,-3368.35,-4895.66,-3852.9,-4393.74,-3663.57,-3683.01,-3362.53,-4209.41,-3531.4,-4466.17,-4016.07,-5549.22,-4281.55,
400,-1357.89,-847.694,-825.69,-371.723,-1074.75,-581.09,-854.511,-542.495,-1234.25,-812.681,-1374.58,-992.65,-2902.68,-2611.44,-3307.39,-2908.96,-3103.28,-2697.82,-2826.96,-2331.43,-3267.99,-2843.37,-3369.33,-3330.74,-3365.33,-3181.42,-3428.83,-3353.95,-2674.67,-2040.03,-3374.85,-2962.21,-2628.57,-2415.56,-2319.22,-2016.83,-1594.27,-1296.1,-1680.16,-1444.8,-1516.04,-1220.25,-2040.58,-1780.7,-2199.69,-1743.97,-1857.42,-1472.13,-6154.96,-6000.1,-7061.07,-6194.11,-8265.68,-6737.65,-6430.73,-4425.29,-10868.8,-7490.13,-5759.57,-4309.75,-14321.2,-11838.7,-15210.2,-12572.9,-11762.1,-9271.81,-11557.1,-10481.3,-12385.1,-10480.9,-4290.53,-3302.53,-4893.29,-3859.56,-4473.18,-3612.23,-3669.37,-3362.53,-4212.47,-3538.56,-4460.04,-4016.07,-5549.22,-4301.52,
500,-1377.87,-847.694,-813.088,-377.122,-1074.75,-583.269,-835.746,-542.495,-1202.31,-812.681,-1374.58,-993.894,-2902.68,-2611.44,-3312.45,-2908.96,-3089,-2703.37,-2828.41,-2332.88,-3267.99,-2843.37,-3365.94,-3335.89,-3361.26,-3170.94,-3446.5,-3343.37,-2623.01,-2034.55,-3382.03,-2986.6,-2729.4,-2399.2,-2345.13,-2016.83,-1594.27,-1305.91,-1680.16,-1440.08,-1493.02,-1226.65,-2020.52,-1794.39,-2199.69,-1748.94,-1853.32,-1472.13,-6236.19,-5940.81,-7091.29,-6234.15,-8164.48,-6855.29,-6458.54,-4395.92,-10869.9,-7335.95,-5759.57,-4324.28,-14321.2,-11838.7,-15085.7,-13052.9,-11729,-9271.81,-11547.6,-10481.3,-12362,-10480.9,-4296.61,-3363.87,-4940.51,-3876.46,-4359.93,-3638.42,-3669.56,-3364.12,-4212.47,-3538.56,-4459.71,-4015.46,-5525.39,-4231.09,
600,-1339.55,-851.979,-836.987,-387.285,-1086.97,-584.336,-835.746,-566.55,-1193.96,-821.142,-1374.58,-986.041,-2902.68,-2619.04,-3320.37,-2905.68,-3055.28,-2703.37,-2752.19,-2332.88,-3263.04,-2841.43,-3365.94,-3335.89,-3381.11,-3141.43,-3450.97,-3331.74,-2642.93,-2090.75,-3382.03,-3027.73,-2644.9,-2437.89,-2345.13,-2007.98,-1589.86,-1301.49,-1667.17,-1408.66,-1515.07,-1227.77,-2022.92,-1794.39,-2199.69,-1739.84,-1855.09,-1452.47,-6183.13,-5980.97,-7183.96,-6126.06,-8032.51,-6878.64,-6477.55,-4418.19,-10881.3,-7479.58,-5784.31,-4324.28,-14321.2,-11803,-15271.9,-13094.6,-11724.3,-9263.9,-11526,-10497.9,-12349.3,-10458.7,-4365.98,-3382.11,-4873.79,-3936.23,-4408.05,-3680.55,-3669.56,-3343.16,-4197.64,-3538.56,-4461,-4016.76,-5506.83,-4231.09,
700,-1344.5,-873.948,-836.987,-387.285,-1069.27,-586.471,-832.499,-568.92,-1198.8,-827.547,-1374.58,-981.349,-2902.68,-2626.01,-3324.62,-2928.14,-3056.4,-2701.41,-2754.13,-2324.03,-3269.29,-2846,-3365.94,-3338.46,-3368.91,-3156.09,-3450.86,-3336.03,-2628.12,-2040.87,-3368.46,-3027.73,-2600.22,-2437.89,-2345.13,-2023.4,-1589.86,-1299.87,-1657.37,-1421.99,-1495.92,-1223.82,-2017.13,-1780.73,-2200.94,-1743.24,-1850.17,-1485.47,-6242.76,-5986.89,-7104.64,-6259.48,-8032.51,-6873.14,-6493.79,-4501.04,-10833.8,-7479.58,-5784.02,-4324.28,-14325.8,-12016.9,-15108.3,-13163.8,-11740.7,-9255.75,-11526,-10501.3,-12359.5,-10478,-4295.59,-3394.1,-4873.79,-3877.84,-4347.54,-3609.49,-3662.07,-3384.01,-4197.64,-3539.96,-4461,-4014.31,-5506.83,-4231.09,
800,-1344.5,-874.544,-819.81,-385.107,-1069.27,-586.471,-833.978,-565.844,-1198.8,-827.547,-1374.58,-981.349,-2902.68,-2626.01,-3268.81,-2925.97,-3093.63,-2659.49,-2728.47,-2300.14,-3269.29,-2842.31,-3365.6,-3339.39,-3364.93,-3165.42,-3419.15,-3339.11,-2617.74,-2040.56,-3400.55,-3020.86,-2600.22,-2397.44,-2334.1,-2030.48,-1611.86,-1300.56,-1654.04,-1426.14,-1489.61,-1225.7,-2024.74,-1780.73,-2159.84,-1760.82,-1863.93,-1477.36,-6159.93,-6015.23,-7072.15,-6190.88,-8062.87,-6873.14,-6468.97,-4470.69,-10833.8,-7479.58,-5758.1,-4324.28,-14325.8,-12016.9,-15113,-13214.1,-11810.3,-9255.75,-11526,-10501.3,-12350.7,-10478,-4302.93,-3396.18,-4874.82,-3826.69,-4407.64,-3648.45,-3656.24,-3378.13,-4166.84,-3533.52,-4461,-4009.3,-5496.35,-4195.37,
900,-1330.93,-870.334,-819.81,-385.107,-1062.39,-596.701,-828.864,-565.844,-1208.63,-840.827,-1374.58,-981.349,-2902.68,-2626.01,-3276.56,-2922.4,-3105.28,-2666.87,-2693.59,-2344.27,-3264.65,-2840.27,-3361.16,-3328.94,-3364.93,-3260.5,-3437.36,-3324.91,-2644.61,-2038.02,-3391.05,-3028.26,-2599.11,-2393.14,-2327.5,-2030.48,-1622.88,-1312.61,-1654.04,-1426.14,-1488.43,-1212.23,-2021.4,-1788.92,-2155.8,-1764.96,-1833.18,-1477.36,-6134.63,-6032.29,-6985.09,-6263.79,-8070.85,-6743.6,-6483.2,-4516.95,-10833.8,-7479.58,-5786.29,-4283.71,-14329.1,-12016.9,-15096.5,-12942.8,-11785.5,-9213.37,-11526,-10489.6,-12334.1,-10463,-4347.5,-3438.23,-4937.75,-3806.31,-4404.64,-3597.85,-3654.41,-3367.14,-4166.1,-3505.81,-4461,-4001.22,-5496.35,-4299.34,
1000,-1324,-867.596,-810.118,-385.107,-1057.61,-588.657,-818.774,-567.076,-1208.16,-840.357,-1374.58,-985.646,-2902.68,-2634.49,-3276.56,-2919.98,-3105.28,-2688.24,-2693.59,-2358.05,-3264.65,-2845.1,-3362.16,-3328.94,-3369.15,-3262.48,-3500.81,-3337.6,-2648.06,-2091.18,-3386.89,-2952.36,-2635.1,-2325.25,-2327.5,-2031.75,-1649.16,-1312.61,-1654.34,-1392.05,-1484.42,-1205.7,-2013.77,-1788.92,-2212.83,-1769.22,-1831.84,-1492,-6160.18,-6038.22,-7077.92,-6220.6,-8025.16,-6872.81,-6482.02,-4516.95,-10833.8,-7458.35,-5784,-4317.25,-14329.1,-12000,-15206,-13102.4,-11785.5,-9204.04,-11526,-10489.6,-12334.1,-10436.4,-4270.75,-3431.12,-5013.98,-3746.79,-4334.67,-3605.97,-3654.41,-3360.32,-4189.05,-3502.72,-4461,-4001.22,-5496.35,-4299.34,
1100,-1328.56,-866.025,-810.118,-389.1,-1057.61,-587.85,-818.774,-569.138,-1197.54,-840.357,-1365.33,-978.36,-2902.68,-2634.49,-3260.26,-2919.98,-3105.28,-2693.09,-2698.06,-2362.39,-3281.71,-2845.1,-3368.61,-3338.26,-3369.15,-3255.58,-3405.86,-3349.71,-2630.31,-2076.56,-3429.81,-2955.17,-2676.58,-2367.62,-2321.33,-2032.3,-1649.16,-1328.09,-1675.14,-1431.79,-1490.84,-1205.7,-2004.88,-1819.77,-2212.83,-1783.74,-1831.7,-1503.13,-6170.18,-6037.87,-7135.53,-6268.92,-8025.16,-6893.82,-6456.14,-4477.59,-10844.6,-7477.36,-5824.2,-4327.15,-14369.3,-12000,-15155.6,-13318.9,-11692,-9189.3,-11534.4,-10489.6,-12323.9,-10404.3,-4336.12,-3400.37,-4865.22,-3841.79,-4327.62,-3624.24,-3683.18,-3374.41,-4173.1,-3479.4,-4461,-3971.44,-5496.35,-4299.34,
1200,-1328.46,-873.251,-810.118,-389.1,-1055.59,-618.965,-810.142,-565.94,-1195.89,-866.36,-1363.63,-976.657,-2901.72,-2646.66,-3269.03,-2919.98,-3127.35,-2695.31,-2698.06,-2366.89,-3260.16,-2845.1,-3349.09,-3338.26,-3369.15,-3274.96,-3483.26,-3347.9,-2625.79,-2083.2,-3376.25,-2955.17,-2611.58,-2341.09,-2321.33,-2034.92,-1649.16,-1327.82,-1675.14,-1482.19,-1490.84,-1205.82,-2025.09,-1820.15,-2212.16,-1783.74,-1843.06,-1483.05,-6191.08,-6045.81,-7126.95,-6268.92,-8025.16,-6900.59,-6521.47,-4477.59,-10844.6,-7477.36,-5841.03,-4278.15,-14369.3,-12000,-15046,-13415.7,-11833.2,-9183.45,-11534.4,-10493,-12275.6,-10404.3,-4362.58,-3440.55,-4865.22,-3817.88,-4442.15,-3601.2,-3686.26,-3408.54,-4209.75,-3487.4,-4462.95,-3975.22,-5496.35,-4299.34,
1300,-1325.45,-879.381,-810.118,-389.1,-1055.59,-615.965,-810.142,-565.94,-1195.83,-873.151,-1363.63,-993.356,-2901.72,-2646.66,-3235.94,-2919.98,-3121.89,-2699.24,-2698.06,-2382.49,-3260.16,-2856.35,-3369.5,-3339.94,-3367.39,-3279.79,-3491.29,-3312.14,-2600.98,-2123.24,-3376.25,-2970.18,-2651.94,-2236.6,-2321.33,-2034.92,-1601.57,-1279.67,-1688.16,-1475.68,-1490.84,-1216.69,-2019.1,-1825.09,-2211.27,-1783.4,-1856.75,-1483.05,-6150.15,-6034.3,-7172.88,-6234.93,-8025.16,-6900.59,-6507.23,-4348.09,-10839.7,-7477.36,-5764.04,-4278.15,-14332.3,-11995.1,-15058.1,-12867.2,-11848.8,-9220.32,-11534.4,-10493,-12309.1,-10380.5,-4322.79,-3337.7,-4865.22,-3716.86,-4298.95,-3581.26,-3676.99,-3400.56,-4123.26,-3525.1,-4462.95,-3986.56,-5496.35,-4299.34,
1400,-1325.45,-865.9,-820.701,-389.1,-1055.59,-615.965,-810.142,-570.002,-1186.49,-873.151,-1363.63,-987.637,-2903.67,-2650.62,-3231.17,-2891.82,-3147.18,-2694.35,-2683.52,-2382.49,-3265.24,-2856.35,-3361.32,-3339.94,-3365.79,-3278.18,-3491.29,-3341.47,-2603.66,-2097.5,-3376.25,-2973.79,-2567.69,-2323.48,-2321.33,-2042.38,-1607.21,-1269.38,-1680.75,-1457,-1510.47,-1216.69,-2010.8,-1830.46,-2210.81,-1781.42,-1872.38,-1474.47,-6142.23,-6034.3,-7119.79,-6254.06,-8025.16,-6900.59,-6454.15,-4308.04,-10821,-7477.36,-5764.04,-4278.15,-14332.3,-11995.1,-14910.8,-12711.2,-11860.7,-9060.52,-11534.4,-10493,-12259.2,-10419.5,-4334.3,-3338.27,-4896.42,-3844.36,-4466.11,-3680.04,-3694.7,-3398.96,-4089.78,-3509.9,-4463.79,-3985.83,-5496.35,-4299.34,
1500,-1323.48,-897.077,-814.161,-386.036,-1055.59,-646.973,-810.142,-570.002,-1188.78,-873.151,-1363.63,-990.049,-2898.8,-2651.46,-3256.31,-2904.43,-3106.66,-2703.02,-2683.52,-2378.52,-3259.78,-2856.35,-3361.32,-3339.2,-3348.97,-3296.84,-3513.33,-3241.44,-2620.96,-2099.42,-3390.21,-3008.81,-2661.92,-2316.1,-2321.33,-2042.38,-1597.29,-1257.56,-1696.35,-1450.39,-1512.25,-1216.69,-1985.77,-1819.95,-2210.81,-1781.69,-1880.37,-1474.47,-6117.91,-6032.06,-7108.17,-6205.12,-8025.16,-6893.95,-6486.35,-4036.26,-10821,-7490.79,-5753.91,-4243.29,-14332.3,-11995.1,-15095.8,-13216,-11719.8,-9199.29,-11545.6,-10493,-12239.1,-10450.7,-4330.21,-3438.36,-4881.23,-3788.73,-4369.62,-3625.41,-3694.7,-3455.36,-4095.14,-3509.9,-4460.52,-3993.13,-5496.35,-4299.34,
1600,-1338.23,-897.077,-803.89,-391.306,-1055.59,-646.973,-810.142,-569.575,-1145.9,-873.151,-1363.63,-990.049,-2898.8,-2651.46,-3255.96,-2905.08,-3112.66,-2703.02,-2663.61,-2378.52,-3250.04,-2874.88,-3361.15,-3339.93,-3348.97,-3296.84,-3518.14,-3364.38,-2620.61,-2092.75,-3405.91,-3010.39,-2669.45,-2408.38,-2323.17,-2019.38,-1590.72,-1263.96,-1686.27,-1421.38,-1508.33,-1215,-1964.03,-1819.95,-2245.23,-1776.17,-1879.36,-1473.58,-6125.96,-6040.68,-7103,-6241.05,-8025.16,-6893.95,-6461.02,-4339.08,-10821,-7490.79,-5753.91,-4305.69,-14332.3,-11995.1,-15261.3,-13238.9,-11776.8,-9199.29,-11535,-10493,-12239.1,-10441.5,-4342.86,-3392.08,-4933.77,-3897.07,-4497.22,-3620.76,-3694.79,-3455.36,-4109.11,-3530.27,-4480.54,-3978.34,-5496.35,-4299.34,
1700,-1287.38,-897.551,-800.515,-388.004,-1055.59,-650.105,-810.11,-568.375,-1148.95,-873.751,-1368.47,-1000.63,-2898.8,-2651.46,-3246.12,-2905.08,-3097.97,-2702.73,-2668.65,-2375.92,-3250.04,-2875.27,-3361.15,-3336.19,-3349.76,-3305.98,-3503.1,-3389.75,-2627.64,-2117.62,-3390.98,-2996.48,-2591.94,-2407.37,-2323.17,-2031.4,-1590.72,-1275.09,-1668.53,-1440.13,-1509.63,-1227.65,-1964.03,-1834.83,-2229.94,-1776.17,-1878.09,-1476.3,-6177.29,-6042.55,-7089.08,-6200.55,-8025.16,-6893.95,-6525.95,-4413.54,-10823.8,-7485.4,-5752.44,-4284.56,-14332.3,-12006.5,-15145.8,-13276.7,-11776.8,-9039.19,-11535,-10493.9,-12298.4,-10450.7,-4373.19,-3426.04,-4894.95,-3921.8,-4368.37,-3543.84,-3684.03,-3455.36,-4109.21,-3513.81,-4522.65,-3970.87,-5496.35,-4299.34,
1800,-1301.91,-906.335,-802.893,-375.494,-1056.47,-659.603,-810.11,-568.375,-1148.95,-890.571,-1365.53,-1002.44,-2898.8,-2651.46,-3246.12,-2898.6,-3097.95,-2702.73,-2684.68,-2375.92,-3227.8,-2875.27,-3367.03,-3334.29,-3341.58,-3317.77,-3503.1,-3384.09,-2630.86,-2118.63,-3389.14,-2974.17,-2591.76,-2419.6,-2323.17,-2031.4,-1581.91,-1266.18,-1686.13,-1453.05,-1500.35,-1193.07,-1957.62,-1824.21,-2223.4,-1777.09,-1878.09,-1486.64,-6173.13,-6017.03,-7064.55,-6239.82,-8017.47,-6884.74,-6458.98,-4434.41,-10831.9,-7484.18,-5752.44,-4284.56,-14332.3,-11940.2,-15091.2,-13071.9,-11878.4,-9121.22,-11535,-10493.9,-12284.5,-10479.8,-4265.97,-3332.39,-4894.95,-3927.48,-4333.56,-3669.75,-3694.51,-3444.7,-4109.21,-3512.96,-4477.4,-4009.9,-5496.35,-4299.34,
1900,-1302.84,-906.335,-808.998,-378.776,-1056.47,-654.916,-810.11,-554.697,-1148.95,-887.172,-1362.43,-1002.44,-2898.8,-2651.46,-3254.72,-2879.18,-3079.01,-2696,-2678.76,-2392.8,-3222.65,-2875.27,-3365.25,-3335.28,-3341.58,-3317.77,-3531.01,-3364.76,-2686.78,-2117.92,-3372.82,-2955.44,-2611.38,-2403.81,-2323.17,-2031.4,-1581.91,-1276.12,-1699.11,-1453.05,-1500.35,-1221.82,-1969.92,-1829.02,-2223.35,-1779.19,-1878.45,-1486.64,-6169.27,-6008.45,-7131.33,-6229.33,-8024.36,-6856.71,-6458.98,-4434.41,-10831.9,-7484.18,-5755.1,-4314.94,-14332.3,-11940.2,-15062.3,-13076.8,-11843.3,-9129,-11534.3,-10493.9,-12284.5,-10479.8,-4278.72,-3331.8,-4886.63,-3924.43,-4286.52,-3634.95,-3684.41,-3459.39,-4109.21,-3509.77,-4463.09,-4028.22,-5497.94,-4299.34,
2000,-1302.84,-915.382,-802.35,-378.396,-1057.71,-656.154,-810.11,-553.182,-1200.33,-885.924,-1364.15,-1002.44,-2898.8,-2655.52,-3268.06,-2899.95,-3079.01,-2696,-2678.76,-2392.8,-3222.65,-2875.27,-3350.52,-3335.28,-3149.09,-3126.9,-3481.48,-3320.76,-2656.13,-2100.62,-3370.02,-3007.87,-2603.5,-2424.2,-2323.17,-2031.4,-1581.91,-1300.04,-1709.21,-1461.93,-1500.35,-1184.43,-1964.92,-1832.82,-2200.2,-1754.2,-1883.22,-1498,-6191.67,-5990.9,-7109.25,-6070.8,-8023.93,-6863.03,-6477.24,-4390.86,-10831.9,-7501.22,-5755.1,-4348.96,-14263.2,-11958.9,-15165.9,-13005.7,-11847.7,-9157.35,-11534.3,-10493.9,-12284.5,-10500.1,-4321.18,-3343,-4895.41,-3916.39,-4363.14,-3621.32,-3687.35,-3423.14,-4103.48,-3493.46,-4463.15,-4028.43,-5497.94,-4299.34,
2100,-1291.31,-915.382,-799.688,-372.599,-1057.71,-656.154,-810.11,-567.125,-1200.33,-892.382,-1362.53,-1002.44,-2898.8,-2657.3,-3248.88,-2910.05,-3079.01,-2696,-2693.33,-2392.8,-3222.65,-2875.27,-3350.52,-3335.28,-3350.71,-3331.32,-3466,-3348.77,-2684.68,-2120.76,-3376.75,-3010.24,-2638.98,-2332.9,-2339.74,-2031.4,-1583.32,-1300.04,-1678.61,-1466.12,-1492.56,-1166.45,-1964.92,-1792.47,-2204.31,-1741.38,-1868.97,-1494.94,-6198.45,-5989.57,-7025.48,-6282.12,-8023.93,-6888.13,-6487.11,-4341.55,-10831.9,-7522.02,-5755.1,-4356.25,-14263.2,-11858.5,-15071.1,-12937.6,-11789.4,-9208.57,-11534.3,-10477,-12308.9,-10425.7,-4308.39,-3333.4,-4889.58,-3923.57,-4341.8,-3588.26,-3687.9,-3423.14,-4105.69,-3498.27,-4467.74,-4028.43,-5497.94,-4299.34,
2200,-1291.31,-916.659,-799.688,-381.542,-1054.58,-656.154,-810.405,-560.942,-1205.26,-890.727,-1360.68,-1002.44,-2900.88,-2659.37,-3256.87,-2910.03,-3073.58,-2703.24,-2690.09,-2398.57,-3213.14,-2875.27,-3350.52,-3335.28,-3350.71,-3331.32,-3456.8,-3356.89,-2696.28,-2120.76,-3370.37,-3010.24,-2727.29,-2305.63,-2341.56,-2045.91,-1582.4,-1328.8,-1705.24,-1436.54,-1476.75,-1183.08,-1965.48,-1792.47,-2203.91,-1741.38,-1871.5,-1491.31,-6273.64,-5882.05,-6976.11,-6297.02,-8023.93,-6909.1,-6457.76,-4363.63,-10831.9,-7522.02,-5755.1,-4382.34,-14263.2,-11870.7,-15124.3,-13199.5,-11752,-9136.9,-11550.7,-10477,-12297.2,-10398.7,-4259.15,-3361.33,-4890.34,-3897.98,-4310.81,-3520.81,-3701.81,-3416.27,-4110.49,-3505.66,-4461.2,-4023.89,-5497.94,-4299.34,
2300,-1283.07,-916.659,-799.688,-381.542,-1054.58,-656.154,-809.843,-581.902,-1205.26,-890.727,-1383.59,-1002.44,-2900.88,-2659.37,-3251.7,-2906.43,-3085.36,-2703.24,-2690.09,-2408.8,-3203.27,-2865.4,-3350.94,-3332.4,-3350.71,-3332.26,-3469.09,-3317.55,-2651.11,-2111.03,-3375.47,-3005.74,-2597.61,-2407.14,-2341.56,-2045.91,-1582.4,-1315.6,-1706.57,-1428.01,-1476.75,-1199.72,-1966.77,-1792.47,-2201.85,-1721.66,-1871.5,-1479.23,-6250.92,-5971.48,-7101.08,-6297.02,-8022.99,-6837.32,-6479.22,-4373.27,-10833.4,-7522.02,-5771.65,-4388.2,-14278.8,-11998.7,-15034,-13374.6,-11794.7,-9081.81,-11550.7,-10477.3,-12292.9,-10362.9,-4432.92,-3359.16,-4879.41,-3853.7,-4359.91,-3635.67,-3680.22,-3417.81,-4103.74,-3506.19,-4461.2,-4027.97,-5497.94,-4249.58,
2400,-1285.39,-914.304,-799.688,-372.232,-1054.58,-656.154,-809.843,-573.572,-1215.21,-873.31,-1378.24,-1003.23,-2902.86,-2659.37,-3247.33,-2906.43,-3085.36,-2660.66,-2690.09,-2408.8,-3222.55,-2865.4,-3350.94,-3332.4,-3350.71,-3329.24,-3532.47,-3342.79,-2669,-2089.62,-3384.41,-3003.82,-2564.19,-2414.4,-2341.56,-2045.91,-1583.7,-1315.6,-1715.54,-1464.5,-1476.67,-1192.77,-1966.77,-1792.47,-2201.85,-1698.05,-1863.9,-1471.04,-6295.2,-5958.26,-7131.53,-6239.03,-8016.67,-6834.31,-6481.11,-4378.86,-10907.5,-7512.68,-5882.51,-4393.7,-14242.9,-11999.7,-15473.5,-13468.3,-11778,-9172.19,-11550.7,-10477.3,-12301.8,-10444.8,-4306,-3280.7,-4964.74,-3852.85,-4449.89,-3548.45,-3680.22,-3424.98,-4107.44,-3511.32,-4473.34,-4008.94,-5520.3,-4096.12,
2500,-1287.44,-914.304,-805.824,-372.232,-1067.24,-656.154,-812.063,-573.572,-1186.78,-873.31,-1377.76,-1003.23,-2902.86,-2651.77,-3247.33,-2906.43,-3132.4,-2740.07,-2694.41,-2408.8,-3223.57,-2865.4,-3210.2,-3191.67,-3350.71,-3276.88,-3496.83,-3348.37,-2675.86,-2060.41,-3411.25,-3010.02,-2611.79,-2446.99,-2341.56,-2045.87,-1582.26,-1315.6,-1687.55,-1462.81,-1486.11,-1195.58,-2020.31,-1792.47,-2216.15,-1696.11,-1873.95,-1475.8,-6224.61,-6040.09,-7077.45,-6229.48,-8048.52,-6791.38,-6466.21,-4337.41,-10891.6,-7512.68,-5783.14,-4404.3,-14242.9,-11999.7,-14935.8,-13454.4,-11778,-9234.17,-11547.7,-10477.3,-12301.8,-10515.7,-4336.97,-3321.43,-4956,-3926.92,-4363.68,-3602.68,-3690.74,-3424.98,-4101.14,-3511.32,-4473.34,-4028.55,-5527.29,-4318.36,
2600,-1296.58,-872.313,-807.412,-370.711,-1067.24,-654.669,-807.789,-573.572,-1181.42,-876.35,-1379.13,-1005.6,-2910.32,-2656.17,-3247.33,-2912.25,-3122.51,-2740.08,-2694.41,-2408.8,-3204.42,-2865.4,-3210.2,-3190.68,-3212.57,-3138.74,-3492.23,-3349.34,-2658.65,-2051.18,-3405.1,-2998.39,-2614.82,-2437.76,-2341.56,-2044.61,-1569.42,-1313.37,-1696.36,-1453.61,-1515.84,-1186.66,-2011.91,-1793.42,-2229.25,-1722.31,-1878.76,-1461.94,-6224.05,-6040.09,-7136.37,-6242.62,-8030.81,-6888.27,-6528.92,-4371.47,-10891.6,-7512.68,-5802.22,-4404.12,-14242.9,-11896.5,-15251.8,-13264,-11883.5,-9065.3,-11547.7,-10477.3,-12337,-10519.7,-4298.33,-3326.34,-4932.56,-3849.86,-4390.18,-3588.83,-3669.09,-3417.15,-4101.14,-3498.31,-4468.07,-4030.94,-5524.86,-4326.73,
