"Pass","Start B2","End B2","Start B6","End B6","Start B4","End B4","Start B5","End B5","Start B3","End B3","Start B1","End B1","Start C12","End C12","Start C9","End C9","Start C11","End C11","Start C13","End C13","Start C10","End C10","Start C234","End C234","Start C56","End C56","Start C1","End C1","Start K1","End K1","Start C78","End C78","Start C14","End C14","Start K2","End K2","Start K7","End K7","Start K6","End K6","Start K8","End K8","Start K4","End K4","Start K3","End K3","Start K5","End K5","Start S6","End S6","Start S5","End S5","Start S4","End S4","Start S7","End S7","Start S3","End S3","Start S8","End S8","Start S1.1","End S1.1","Start S0","End S0","Start S2.2","End S2.2","Start S2.1","End S2.1","Start S1.2","End S1.2","Start Z6","End Z6","Start Z2","End Z2","Start Z4","End Z4","Start Z7","End Z7","Start Z5","End Z5","Start Z3","End Z3","Start Z1","End Z1",
0,-1218.53,-945.177,-750.368,-482.508,-954.661,-762.502,-802.014,-687.86,-1114.57,-969.395,-1277.97,-1102.56,-2865.34,-2698.54,-3102.28,-3006.5,-3054.34,-2823.91,-2598.53,-2471.44,-3088.88,-2923.83,-3348.19,-3346.35,-3195.58,-3182.69,-3531.81,-3456.44,-2537.53,-2220.26,-3278.47,-3022.04,-2659.12,-2482.17,-2280.29,-2134.89,-1534.98,-1354.66,-1620.27,-1459.98,-1490.18,-1248.08,-1912.52,-1762.38,-2094.27,-1870.51,-1766.64,-1581.95,-6146.81,-6048.7,-7077.28,-6331.18,-7844.58,-7117.93,-6289.43,-5646.15,-9523.19,-8321,-5552.3,-5006.73,-13667.5,-12406.9,-14783.9,-13419,-10956.1,-9171.58,-11202.5,-10665.2,-12117.8,-11043.8,-3890.79,-3495.25,-4812.24,-4181.74,-4161.02,-3780.66,-3620.12,-3447.1,-4002.2,-3608.07,-4340.81,-4032.74,-5344.41,-4609.95,
100,-1243,-1000.28,-809.009,-526.869,-975.379,-792.811,-798.884,-703.533,-1079.36,-905.95,-1270.2,-1082.4,-2842.45,-2706.08,-3111.29,-3006.22,-3023.44,-2812.25,-2593.24,-2471.44,-3073.38,-2923.83,-3346.34,-3335.27,-3195.58,-3185.27,-3513.55,-3412.36,-2546.95,-2239.75,-3319.41,-3093.23,-2592.05,-2486.11,-2285.76,-2116.67,-1522.05,-1384.51,-1598,-1427.18,-1410.07,-1237.05,-1968.06,-1805.35,-2115.95,-1867.7,-1766.64,-1545.25,-6208.57,-6014.43,-6846.89,-6183.67,-7921.15,-7121.63,-6344.92,-5703.1,-9685.43,-8511.19,-5598.43,-4998.4,-13523.5,-12300.4,-14606.3,-13398,-10771.8,-9449.07,-11265.1,-10636.7,-12094.5,-11177.6,-3900.69,-3457.89,-4849.96,-4208.37,-4375.91,-3740.37,-3618.64,-3467.12,-4015.27,-3586.57,-4393.02,-4071.86,-5344.41,-4609.95,
200,-1218.94,-978.867,-719.75,-488.36,-948.34,-741.962,-812.635,-675.149,-1096.86,-942.613,-1279.01,-1114.68,-2871.26,-2706.08,-3113.06,-3012.62,-3050.24,-2823.66,-2599.75,-2477.31,-3077.63,-2912.54,-3348.13,-3335.27,-3157.64,-3152.74,-3503.11,-3360.68,-2536.99,-2231.89,-3221.72,-3012.15,-2552.35,-2440.43,-2291.07,-2134.14,-1522.23,-1384.51,-1652.4,-1455,-1457.31,-1172.88,-1919.81,-1818.06,-2129.43,-1857.12,-1784.77,-1562.39,-6199.05,-6059.79,-6891.98,-6248.81,-7841.24,-7191.82,-6332.93,-5711.84,-9605.98,-8444.06,-5627.19,-5021.77,-13471.1,-12313.6,-14664.1,-13428.8,-10770.5,-9260.3,-11271.3,-10680,-12081.2,-11142.9,-3968.9,-3432.43,-4665.54,-4204.38,-4189.8,-3775.66,-3612.54,-3467.12,-3969.98,-3626.48,-4393.88,-4082.9,-5291.46,-4795.38,
300,-1228.93,-981.725,-742.604,-492.435,-958.011,-765.925,-801.308,-677.072,-1103.16,-946.256,-1279.01,-1064.61,-2871.26,-2716.61,-3097.08,-3009.5,-2971.34,-2814.41,-2603.43,-2451.56,-3088.66,-2936.42,-3347.37,-3332.89,-3204.75,-3152.74,-3483.79,-3382.06,-2572.53,-2231.1,-3258.55,-3024.68,-2578.92,-2337.26,-2299.46,-2111.13,-1521.3,-1384.51,-1624.58,-1471.83,-1422.38,-1269.88,-1951.84,-1781.85,-2076.52,-1860.23,-1770.16,-1570.73,-6199.01,-6041.28,-6937.62,-6212.04,-7870.81,-7148.83,-6249.27,-5572.77,-9447.97,-8412.17,-5627.19,-5024.44,-13860.4,-12517.2,-14372.7,-13252.7,-11053.5,-9266.68,-11271.3,-10680,-12081.2,-11162.5,-3915.61,-3484.09,-4789.08,-4150.53,-4427.48,-3713.78,-3618.72,-3427.89,-3991.45,-3603.07,-4357.19,-4075.23,-5361.78,-4777.58,
400,-1228.93,-958.792,-784.733,-452.604,-958.011,-734.015,-801.308,-665.996,-1079.29,-937.156,-1291.56,-1064.61,-2869.53,-2693.25,-3097.08,-2994.52,-3002.22,-2829.1,-2599.16,-2462.25,-3101.36,-2951.44,-3348.48,-3332.89,-3196.33,-3175.16,-3500.61,-3411.86,-2588.13,-2242.93,-3292.34,-3029.31,-2576.66,-2437.9,-2292.44,-2092.71,-1521.3,-1384.51,-1651.49,-1460.59,-1403.54,-1250.71,-1933.65,-1777.72,-2095.4,-1832.76,-1794.32,-1544.21,-6206.77,-6071.53,-6940.15,-6414.81,-7908.21,-7052.66,-6206.17,-5631.34,-9394.8,-8383.55,-5738.86,-5001,-13927.5,-12596.2,-14550.2,-13315.1,-10785.7,-9407.3,-11308.9,-10686.7,-12061.9,-11171.9,-3914.16,-3529.18,-4832.36,-4177.59,-4228.52,-3913.42,-3618.72,-3416.11,-3958.68,-3526.65,-4373.05,-4079.44,-5287.56,-4531.31,
500,-1222.15,-947.307,-734.867,-507.543,-958.011,-734.015,-801.308,-677.483,-1087.43,-948.043,-1297.39,-1109.5,-2865.78,-2681.89,-3095.82,-2994.52,-3004.36,-2829.1,-2607.56,-2457.43,-3114.51,-2894.52,-3351.05,-3332.89,-3333.44,-3316.89,-3602.12,-3397.68,-2592.76,-2318.67,-3359.52,-3081.48,-2588.99,-2438.41,-2305.23,-2113.65,-1511.39,-1384.51,-1615.7,-1448.67,-1471.69,-1305.81,-1975.96,-1782.84,-2088.28,-1877.87,-1774.46,-1547,-6201.53,-6085.83,-6861.8,-6359.12,-7873.9,-7088.41,-6277.34,-5690.95,-9441.6,-8386.36,-5574.21,-4968.32,-13701.1,-12355.4,-14603,-13574.5,-10872.1,-9435.03,-11269.4,-10770.1,-12060.2,-11089.1,-3972.83,-3442.26,-4719.55,-4207.09,-4138.22,-3826.64,-3588.17,-3431.26,-4008.05,-3630.6,-4306.04,-4009.12,-5273.64,-4785.59,
600,-1241.89,-960.433,-726.492,-503.512,-928.462,-730.74,-803.993,-723.467,-1108.88,-869.671,-1297.39,-1109.5,-2865.78,-2681.89,-3095.82,-2984.73,-3035.38,-2760.98,-2603.76,-2466.69,-3079.95,-2856.12,-3350.54,-3335.34,-3341.61,-3316.89,-3429.42,-3372.79,-2622.09,-2274.42,-3304.01,-3085.67,-2581.8,-2464.44,-2283.66,-2135.83,-1504.42,-1384.51,-1591.72,-1437.01,-1476.23,-1218.45,-1966.01,-1781.77,-2069.92,-1868.47,-1806.63,-1592.91,-6225.71,-6042.93,-6871.7,-6317,-7821.11,-7033.75,-6265.7,-5658.95,-9458.11,-8347.77,-5582.35,-4945.29,-13618.2,-12287.4,-14861.5,-13644,-10797.2,-9511.38,-11269.4,-10758,-11990.6,-11175.7,-3843.18,-3442.73,-4772.73,-4174.31,-4150.36,-3680.28,-3652.1,-3428.46,-3954.5,-3621.47,-4369.16,-4041.1,-5273.64,-4785.59,
700,-1231.56,-987.229,-702.282,-469.183,-945.839,-757.408,-803.993,-711.24,-1074.27,-939.106,-1285.54,-1118.96,-2865.78,-2677.86,-3079.51,-2984.73,-3029.75,-2756.05,-2633.7,-2483.29,-3057.66,-2928.05,-3352.41,-3345.01,-3346.12,-3324.3,-3448.21,-3380.47,-2568.6,-2297.62,-3308.8,-2987.71,-2503.59,-2438.79,-2283.17,-2116.62,-1582.41,-1357.08,-1650.17,-1447.39,-1439.38,-1218.37,-1929.91,-1763.93,-2080.05,-1879.44,-1817.97,-1597.16,-6193.6,-6082.17,-6889.46,-6264.53,-7864.33,-7057.49,-6306.62,-5622.25,-9458.11,-8347.37,-5653.72,-5076.76,-13558,-12387.8,-14551,-13213.8,-11229.3,-9133.95,-11269.4,-10749.7,-12118.7,-11165.1,-3898.06,-3555.76,-4668.03,-4210.36,-4269.73,-3880.45,-3624.84,-3431.88,-3969.16,-3586.4,-4358.83,-4082.75,-5433.71,-4715.84,
800,-1323.49,-972.119,-715.02,-465.088,-939.152,-797.683,-783.163,-677.863,-1097.49,-916.453,-1285.54,-1067.77,-2865.78,-2677.86,-3093.19,-2995.04,-3100.37,-2797.95,-2606.21,-2445.66,-3108.36,-2925.32,-3352.41,-3343.51,-3344.22,-3318.62,-3510.19,-3381.36,-2553.67,-2229.35,-3311.76,-3039.72,-2602.88,-2422.69,-2283.17,-2092.19,-1509.89,-1349.66,-1589.54,-1423.53,-1424.39,-1240.32,-1939.92,-1781.9,-2121.38,-1917.25,-1815,-1583.09,-6122.6,-6066.38,-6926.12,-6395.69,-8065.16,-7095.96,-6322.16,-5744.96,-9423.29,-8387.32,-5704.46,-4909.27,-13708.1,-12407,-14837.5,-13571.3,-10526.9,-8992,-11234.3,-10739.7,-12017.3,-11085.2,-3946.35,-3415.68,-4865.87,-4182.39,-4208.36,-3730.81,-3629.08,-3443.31,-3987.8,-3639.91,-4402.97,-4082.75,-5433.71,-4821.26,
900,-1219.11,-981.525,-747.916,-493.957,-939.152,-764.827,-783.163,-705.279,-1095.58,-925.937,-1278.61,-1097.8,-2852.46,-2716.74,-3162.99,-2988.68,-3045.95,-2832.56,-2613.95,-2469.89,-3135.5,-2942.21,-3198.8,-3189.9,-3352.26,-3318.62,-3378.02,-3363.73,-2600.1,-2327.26,-3328.45,-3014.67,-2589.71,-2441.69,-2283.17,-2124.35,-1543.62,-1316.34,-1685.94,-1495.67,-1399.46,-1253.7,-1931.68,-1778.54,-2106.96,-1917.25,-1806.14,-1612.51,-6134.34,-6054.17,-6881.84,-6341.43,-7881.89,-7010.68,-6275.19,-5690.53,-9394.4,-8413.32,-5655.66,-4994.75,-13669.1,-12367.4,-14470.5,-13375.2,-10791.3,-9512.02,-11234.3,-10704.3,-12014.4,-11145.7,-3981.65,-3510.14,-4778.77,-4060.71,-4175.08,-3657.57,-3629.08,-3443.31,-3992.05,-3630.42,-4368.75,-4095.55,-5220.8,-4666.9,
1000,-1204.83,-1000.43,-723.363,-507.342,-980.981,-764.827,-792.822,-723.884,-1083.65,-892.266,-1284.28,-1097.8,-2852.46,-2706.65,-3121.2,-2964.06,-3024.62,-2823.76,-2615.19,-2460,-3084.88,-2921.09,-3197.26,-3189.9,-3346.37,-3318.62,-3381.64,-3366.12,-2524.42,-2250.12,-3355.95,-3071.92,-2510.53,-2438.07,-2287.89,-2100.63,-1562.63,-1357.56,-1605.38,-1471.01,-1439.32,-1247.13,-1901.65,-1716.66,-2096.42,-1826.2,-1806.14,-1574.8,-6200.43,-6041.09,-6909.48,-6271.95,-7939.89,-7083.08,-6309.56,-5685.1,-9479.86,-8474.35,-5609.52,-4921.99,-13758.4,-12540.8,-14607.9,-13345.9,-10730.3,-9075.46,-11254.7,-10704.3,-12164.4,-11155.2,-3877.71,-3440.97,-4789.19,-4143.73,-4361.17,-3654.44,-3605.23,-3464.38,-4012.55,-3639.31,-4396.91,-4053.03,-5220.8,-4666.9,
1100,-1228.71,-996.158,-723.363,-440.365,-973.906,-764.827,-791.522,-723.884,-1120.67,-930.145,-1290.97,-1093.48,-2846.07,-2706.65,-3136.83,-2993.24,-3015.12,-2775.29,-2619.12,-2480.72,-3074.59,-2939.68,-3197.26,-3189.9,-3351.26,-3312.23,-3384.42,-3366.12,-2611.44,-2254.44,-3265.59,-3022.44,-2588.76,-2472.37,-2274.61,-2100.39,-1560.01,-1330.47,-1661.84,-1461.87,-1422.5,-1241.29,-1916.4,-1739.98,-2104.84,-1882.49,-1813.33,-1587.64,-6107.01,-6038.74,-6769.14,-6282.28,-7832.22,-7142.84,-6290.2,-5708.13,-9479.86,-8455.99,-5607,-5010.24,-13843.7,-12385.9,-14607.9,-13254.3,-10937.3,-9519.76,-11186.3,-10709.1,-12113.3,-11129.9,-3903.21,-3458.36,-4773.52,-4171.89,-4117.04,-3659.2,-3648.21,-3464.14,-3966.28,-3571.77,-4320.08,-4068.12,-5483.63,-4659.97,
1200,-1238.49,-927.248,-774.394,-501.128,-973.906,-743.968,-801.566,-724.752,-1112.59,-868.122,-1265.01,-1094.39,-2848.79,-2706.65,-3132.41,-2980.15,-3046.25,-2820.04,-2619.12,-2431.96,-3077.77,-2939.68,-3349.64,-3342.28,-3344.64,-3312.23,-3418.21,-3365.55,-2576.99,-2264.63,-3304.1,-3020.65,-2573.48,-2489.97,-2285.11,-2132.8,-1532.26,-1343.2,-1643.18,-1469.7,-1453.13,-1254.28,-1959.11,-1783.56,-2103.56,-1847.44,-1822.92,-1580.36,-6117.83,-6063,-6840.19,-6420.19,-8009.5,-7053.29,-6216.08,-5635.35,-9368.23,-8455.99,-5592.73,-4960.49,-13705.1,-12425.5,-14860.1,-13676.3,-10826.2,-9373.19,-11300.3,-10658.2,-11920.9,-11129.9,-3917.21,-3451.58,-4868.74,-4055.91,-4187.96,-3602.98,-3655.33,-3406.57,-3952.75,-3611.37,-4407.11,-4044.04,-5398.35,-4659.97,
1300,-1239.44,-972.25,-744.604,-474.019,-973.906,-780.844,-801.566,-713.999,-1114.48,-937.804,-1278.43,-1102.82,-2859.18,-2712.44,-3126.65,-2984.09,-3072.09,-2825.9,-2608.15,-2464.24,-3119.93,-2928.52,-3349.64,-3342.28,-3344.64,-3299.18,-3507.17,-3325.09,-2540.19,-2284.63,-3353.66,-3034.76,-2521.21,-2380.26,-2276.79,-2084.92,-1554.16,-1379.04,-1628.16,-1493.02,-1437.99,-1249.92,-1914.94,-1778.96,-2098.04,-1888.04,-1797.07,-1498.33,-6248.82,-6035.35,-6941.14,-6476.4,-7841.83,-7031.23,-6304.34,-5660.47,-9363.86,-8422.71,-5622.18,-5086.31,-13705.1,-12484.5,-14408.5,-13251,-10583.7,-8993.14,-11300.3,-10718.6,-12080.3,-10964.8,-3945.94,-3473.47,-4788.49,-4068.39,-4125.46,-3706.27,-3613.92,-3450.2,-3983.34,-3642.02,-4384.73,-4070.14,-5346.01,-4659.97,
1400,-1184.44,-958.98,-725.002,-494.918,-955.066,-761.373,-787.799,-724.298,-1122.88,-894.601,-1278.43,-1080.08,-2870.37,-2712.44,-3081.91,-2984.09,-2987.54,-2808.4,-2615.52,-2478.36,-3099.34,-2938.54,-3349.64,-3338.38,-3342.32,-3314.99,-3472.75,-3381.63,-2539.05,-2249.47,-3308.94,-3044.66,-2564.71,-2480.15,-2252.93,-2082.84,-1574.17,-1381.41,-1596.15,-1455.52,-1467.4,-1272.59,-1951.34,-1792.1,-2116.02,-1866.34,-1791.66,-1568.48,-6171.95,-6049.25,-7001.46,-6534.07,-7889.47,-7187.87,-6273.36,-5672.07,-9559.84,-8294.82,-5564.17,-5030.02,-13865.9,-12560.3,-14418.2,-13179.1,-10707.2,-9283.58,-11242.1,-10696.3,-12154.7,-11199.7,-3870.71,-3324.68,-4833.73,-4208.77,-4153.71,-3627.51,-3671.9,-3404.51,-3945.43,-3619.76,-4406.84,-4083.33,-5364,-4721.04,
1500,-1212.61,-975.383,-658.219,-450.065,-959.885,-761.373,-783.077,-731.082,-1120.91,-977.612,-1290.16,-1081.09,-2870.37,-2699.78,-3102.8,-3003.88,-3032.69,-2803.57,-2615.52,-2458.22,-3066.08,-2942.51,-3213.54,-3200.52,-3330.6,-3256,-3583.21,-3385.79,-2549.76,-2191.19,-3351.11,-3044.21,-2573.55,-2420.75,-2252.93,-2095.72,-1578.05,-1316.39,-1611.32,-1459.21,-1430.12,-1199.14,-1925.52,-1751.44,-2102.05,-1898.63,-1772.17,-1589.25,-6151.18,-6036.71,-6812.67,-6291.55,-7947.39,-7187.87,-6195.98,-5665.07,-9442.89,-8368.45,-5642.73,-4979.65,-13782.1,-12504.5,-15317.3,-13486.4,-11017.6,-9390.6,-11242.1,-10751.2,-11957.1,-11099.4,-3978.7,-3454.43,-4867.58,-4237.71,-4180.68,-3661.88,-3598.37,-3440.17,-3941.93,-3550.85,-4336.27,-4072.27,-5335.71,-4715.78,
1600,-1235.04,-982.726,-695.031,-440.083,-992.38,-797.132,-784.357,-731.082,-1101.31,-949.081,-1287.48,-1101.88,-2875.91,-2699.78,-3121.33,-2994.14,-3003.57,-2847.65,-2620.42,-2458.22,-3092.16,-2901.02,-3210.02,-3200.52,-3334.07,-3224.39,-3627.53,-3465.77,-2552.21,-2297.5,-3333.47,-3077.62,-2607.65,-2425.13,-2280.28,-2078.86,-1552.87,-1378.99,-1582.03,-1423.05,-1460.11,-1256.48,-1935.38,-1701.15,-2081.96,-1876.44,-1778.59,-1597.52,-6227.55,-6044.1,-6816.43,-6423.65,-7823.16,-7157.15,-6172.02,-5594.72,-9486.94,-8446.45,-5655.55,-5038.67,-13725.4,-12444.5,-14567.2,-13517.6,-11156.2,-9252.3,-11184.1,-10722.9,-11967.7,-11071.6,-3966.29,-3522.98,-4878.03,-4106.19,-4086.25,-3701.57,-3610.09,-3440.41,-3935.7,-3640.9,-4391.19,-4009.27,-5335.71,-4715.78,
1700,-1221.41,-948.58,-764.833,-470.436,-964.649,-797.132,-785.976,-739.054,-1106.99,-934.775,-1300.14,-1101.88,-2856.2,-2711.79,-3121.33,-2988.95,-3069.93,-2782.27,-2620.42,-2473.29,-3101.23,-2924.15,-3216.43,-3199.3,-3329.79,-3199.24,-3545.53,-3418.85,-2556.97,-2277.99,-3369.77,-3032.98,-2581.75,-2466.87,-2278.06,-2122.23,-1552.87,-1366.03,-1643.58,-1495.13,-1442.62,-1234.89,-1935.75,-1747.57,-2081.96,-1856.78,-1829.19,-1606.03,-6265.57,-6056.46,-6867.46,-6367.52,-7917.58,-7130.29,-6191.33,-5646.1,-9377.52,-8313.01,-5646.96,-5016.27,-13725.4,-12381,-15228.2,-13892.9,-10940.2,-9137,-11225.9,-10734.1,-12002,-11031.6,-3922.13,-3354.98,-4736.4,-4178.09,-4086.16,-3678.53,-3567.81,-3397.73,-4065.93,-3657.63,-4321.93,-4081.48,-5374.63,-4767.08,
1800,-1231.27,-956.551,-744.651,-470.274,-966.571,-745.196,-798.946,-739.633,-1086.61,-934.775,-1306.24,-1070,-2856.2,-2732.61,-3113.7,-2983.49,-3054.7,-2814.04,-2605.67,-2470.03,-3099.4,-2938.76,-3211.36,-3189.45,-3307.34,-3185.88,-3477.95,-3369.33,-2518.92,-2268.04,-3303.91,-3067.49,-2539.52,-2433.78,-2279.1,-2113.07,-1542.54,-1366.84,-1590.7,-1459.94,-1468.89,-1237.01,-1911.37,-1773.78,-2091.17,-1874.83,-1848.94,-1585.62,-6174.01,-5991.8,-6754.2,-6256.09,-7794.02,-6901.14,-6198.26,-5700.08,-9436.57,-8420.82,-5643.33,-4979.36,-13891.3,-12490,-14788.4,-13549.9,-10749.4,-9353.55,-11308.2,-10707.7,-12070.7,-11148.3,-3864.87,-3463.95,-4815.23,-4099.35,-4423.61,-3800.12,-3598.46,-3368.94,-3948.32,-3585.08,-4350.67,-4041.19,-5283.56,-4767.08,
1900,-1235.05,-994.387,-766.234,-469.548,-965.343,-773.481,-792.476,-724.811,-1130.32,-917.065,-1262.99,-1071.59,-2856.2,-2727,-3109.29,-2982.43,-2994.25,-2814.04,-2590.2,-2470.03,-3070.44,-2930.17,-3211.36,-3189.45,-3249.18,-3203.09,-3526.95,-3400.25,-2531.24,-2218.8,-3313.07,-3079.82,-2526.87,-2439.13,-2278.98,-2118.71,-1580.2,-1324.68,-1646.37,-1488.2,-1490.64,-1214.35,-1923.31,-1760.77,-2081.37,-1855.01,-1787.43,-1574.96,-6222.91,-6052.05,-6698.17,-6319.48,-7806.43,-7101.85,-6315.82,-5685.66,-9434.68,-8390.49,-5596.31,-4979.36,-13828.3,-12506.4,-14682.3,-13543.7,-10788.3,-9528.81,-11249.6,-10657.9,-11975.1,-11081.7,-3914.47,-3542.7,-4805.02,-4174.14,-4144.71,-3800.86,-3630.94,-3459.8,-3989.86,-3650.48,-4384.17,-4127.9,-5283.56,-4767.08,
2000,-1247.65,-956.686,-764.039,-476.35,-956.182,-732.602,-795.355,-724.811,-1076.72,-893.079,-1279.92,-1091.66,-2857.64,-2727,-3109.29,-2972.48,-3048.66,-2784.68,-2590.2,-2478.82,-3094.35,-2926.32,-3213.51,-3199.48,-3230.35,-3190.47,-3542.94,-3349.4,-2587.64,-2264.71,-3356.18,-3064.82,-2603.4,-2430.72,-2294.83,-2130.73,-1580.2,-1354.64,-1609.8,-1475.33,-1463.54,-1228.11,-1935.34,-1800.62,-2102.83,-1881.44,-1841.21,-1545.31,-6174.04,-6051.36,-6930.32,-6371.36,-7989.21,-7130.16,-6337.6,-5762.02,-9434.68,-8352.21,-5648.06,-5045.38,-13729.3,-12519.6,-14849.3,-13660,-10725.3,-9451.45,-11241.3,-10654.2,-12077.3,-11131.1,-3923.17,-3537.36,-4667.74,-4137.1,-4612.83,-3903.23,-3613.47,-3452.07,-4023.33,-3572,-4340.03,-4059.89,-5283.56,-4659.69,
2100,-1264.4,-1003.5,-734.56,-500.531,-951.889,-732.259,-795.355,-729.911,-1114.94,-949.405,-1252.3,-1069.73,-2859.56,-2738.47,-3095.98,-2972.48,-3052.57,-2777.97,-2596.54,-2482.38,-3104.44,-2926.32,-3343.92,-3327.64,-3224.13,-3179.21,-3517,-3280.04,-2530.41,-2243.82,-3307.3,-2988.16,-2586.15,-2412.44,-2300.36,-2125.89,-1580.2,-1373.75,-1629.82,-1476.95,-1479.32,-1223.57,-1935.34,-1791.23,-2115.25,-1880.3,-1824.13,-1571.6,-6255.54,-6048.47,-6894.97,-6197.39,-7798.74,-7126.07,-6294.29,-5631.4,-9565.6,-8428.5,-5564.56,-5011.45,-13729.3,-12462.6,-14522.1,-13394.4,-11042.4,-9443.24,-11241.3,-10678.5,-12041.6,-11106.2,-3888.39,-3452.71,-4773.6,-4181.37,-4054.01,-3701.85,-3692.87,-3454.48,-3983.97,-3701.93,-4350.51,-4030.26,-5283.56,-4656.52,
2200,-1291.21,-1003.5,-693.925,-500.531,-940.19,-735.228,-792.626,-728.241,-1112.82,-949.405,-1261.2,-1101.16,-2895.15,-2719.19,-3107.61,-2971.24,-3067.27,-2856.77,-2596.54,-2474.79,-3085.77,-2931.2,-3341.82,-3327.64,-3227.11,-3179.21,-3455.5,-3406.22,-2520.24,-2265.34,-3282.13,-3026.91,-2586.92,-2473.17,-2269.95,-2096.24,-1577.63,-1356,-1605.27,-1454.93,-1458.4,-1249.26,-1950.22,-1818.19,-2068.19,-1847.32,-1748.39,-1569.65,-6244.5,-6013.86,-6948.27,-6274.71,-7976.86,-7078.35,-6306.62,-5627.81,-9388.91,-8301.25,-5726.72,-4957.6,-13730.4,-12462.4,-14219.6,-13459.5,-10818.4,-9143.18,-11241.3,-10694.5,-12098.4,-11126.6,-3894.48,-3502.7,-4670.87,-4145.26,-4142.49,-3685.48,-3615.79,-3436,-3976.41,-3605.18,-4373.38,-4067.98,-5334.26,-4656.52,
2300,-1232.25,-952.093,-695.013,-462.721,-950.139,-723.088,-800.055,-730.472,-1109.69,-949.405,-1274.73,-1094.99,-2866.92,-2705.87,-3114.11,-2971.24,-2992.31,-2789.71,-2596.54,-2474.79,-3127.13,-2915.44,-3341.82,-3334.05,-3227.11,-3197.37,-3455.5,-3379.49,-2571.04,-2241.27,-3259.21,-2980.2,-2560.4,-2466.59,-2269.95,-2130.46,-1555.92,-1358.29,-1677.58,-1430.5,-1465.62,-1202.07,-1930.99,-1803.57,-2107.91,-1854.21,-1824.82,-1576.63,-6221.11,-6073.85,-6865.15,-6369,-7931.96,-6988.07,-6309.3,-5663.65,-9348.43,-8299.87,-5540.42,-4898.9,-13717.3,-12314.1,-14473.9,-13425.7,-10838.7,-9329.63,-11261.5,-10702.3,-12120.1,-11196.5,-3929.82,-3557.37,-4710.83,-4109.37,-4302.24,-3795.91,-3674.68,-3451.07,-3962.59,-3602.64,-4388.06,-4081.41,-5288.79,-4656.52,
2400,-1254.78,-950.482,-727.881,-476.475,-969.294,-766.958,-790.39,-730.472,-1109.69,-917.028,-1236.68,-1095.93,-2866.92,-2710.21,-3103.79,-2996.72,-3068.79,-2808.98,-2587.09,-2474.79,-3135.92,-2920.36,-3342.1,-3334.33,-3227.11,-3185.78,-3481.82,-3373.18,-2557.84,-2258.34,-3264.84,-3021.26,-2506.62,-2446.97,-2255.99,-2124.94,-1520.89,-1390.32,-1649.07,-1465.06,-1444.03,-1243.95,-1963.07,-1793.23,-2073.75,-1875.48,-1756.05,-1568.52,-6250.07,-6072.53,-6871.97,-6218.12,-7911.15,-7085.08,-6105.79,-5622.65,-9455.68,-8459.83,-5619.86,-4971.13,-13908.8,-12501.3,-14414.7,-13125.6,-10984.4,-9333.67,-11257,-10702.3,-12039.8,-11182.4,-3884.36,-3541.27,-4728.04,-4238.33,-4400.9,-3745.57,-3604.61,-3447.01,-3944.19,-3636.73,-4407.07,-4046.86,-5288.79,-4645.64,
2500,-1190.2,-934.856,-716.272,-455.899,-969.294,-774.218,-790.832,-735.73,-1115.85,-939.642,-1285.1,-1073.9,-2866.92,-2687.94,-3107.42,-2996.07,-3061.91,-2775.15,-2587.09,-2461.65,-3102.21,-2945.03,-3351.35,-3332.06,-3233.5,-3185.3,-3636.66,-3356.97,-2557.84,-2296.45,-3299.78,-3022.89,-2573.63,-2421.8,-2286.05,-2099.92,-1544.84,-1351.9,-1689.05,-1452.96,-1469.35,-1272.21,-1969.22,-1740.59,-2112.46,-1867.83,-1783.84,-1594.2,-6213.21,-6032.62,-6846.49,-6275.6,-7829.52,-7111.85,-6278.9,-5692.37,-9429.86,-8429.34,-5566.92,-5033.05,-13739,-12318.7,-14941.4,-13644.3,-10760.6,-9359.16,-11187,-10731.8,-12058.1,-11109.4,-3847.87,-3373.98,-4678.55,-4130.23,-4368.07,-3868.42,-3598.72,-3406.4,-3997.83,-3631.34,-4336.71,-4088.82,-5288.79,-4734.27,
2600,-1232.03,-954.097,-756.525,-516.153,-956.947,-778.306,-790.359,-735.73,-1108.45,-948.761,-1278.47,-1073.9,-2861.99,-2687.94,-3127.23,-2996.07,-3022.5,-2837.4,-2611.52,-2465.54,-3073.13,-2920.96,-3351.34,-3332.06,-3221.69,-3185.3,-3647.31,-3210.54,-2527.37,-2235.13,-3304.92,-3082.64,-2533.18,-2431.53,-2309.32,-2116.3,-1536.41,-1356.11,-1659.5,-1447.78,-1445.82,-1276.26,-1940.84,-1683.9,-2101.3,-1854.65,-1798.69,-1578.32,-6261.59,-6006.67,-7053.23,-6316.06,-7849.74,-7185.05,-6285.36,-5659.31,-9410.33,-8352.19,-5653.49,-5004.12,-13702.1,-12554.8,-14349.7,-13404.1,-10806.9,-9371.08,-11259.7,-10691.9,-11942.8,-11128.2,-3920.95,-3457.33,-4750.89,-4128.34,-4025.63,-3636.15,-3606.12,-3452.6,-3990.49,-3611.37,-4326.09,-4087.05,-5288.79,-4739.61,
